path,label
.\data\images\basketball\00000242.jpg,2
.\data\images\basketball\00000243.jpg,2
.\data\images\basketball\00000244.jpg,2
.\data\images\basketball\00000245.jpg,2
.\data\images\basketball\00000246.jpg,2
.\data\images\basketball\00000247.jpg,2
.\data\images\basketball\00000248.jpg,2
.\data\images\basketball\00000249.JPG,2
.\data\images\basketball\00000250.jpg,2
.\data\images\basketball\00000251.jpg,2
.\data\images\basketball\00000252.jpg,2
.\data\images\basketball\00000253.jpg,2
.\data\images\basketball\00000254.jpg,2
.\data\images\basketball\00000255.JPG,2
.\data\images\basketball\00000256.jpg,2
.\data\images\basketball\00000257.jpg,2
.\data\images\basketball\00000258.png,2
.\data\images\basketball\00000259.jpg,2
.\data\images\basketball\00000260.jpg,2
.\data\images\basketball\00000261.jpg,2
.\data\images\basketball\00000263.jpg,2
.\data\images\basketball\00000264.jpg,2
.\data\images\basketball\00000265.jpg,2
.\data\images\basketball\00000267.jpg,2
.\data\images\basketball\00000268.jpg,2
.\data\images\basketball\00000269.jpg,2
.\data\images\basketball\00000270.jpg,2
.\data\images\basketball\00000271.JPG,2
.\data\images\basketball\00000272.jpg,2
.\data\images\basketball\00000273.jpg,2
.\data\images\basketball\00000274.jpg,2
.\data\images\basketball\00000275.jpg,2
.\data\images\basketball\00000276.jpg,2
.\data\images\basketball\00000277.jpg,2
.\data\images\basketball\00000278.jpg,2
.\data\images\basketball\00000279.jpg,2
.\data\images\basketball\00000280.jpg,2
.\data\images\basketball\00000281.jpg,2
.\data\images\basketball\00000282.jpeg,2
.\data\images\basketball\00000283.jpg,2
.\data\images\basketball\00000284.jpg,2
.\data\images\basketball\00000285.jpg,2
.\data\images\basketball\00000286.jpg,2
.\data\images\basketball\00000287.jpg,2
.\data\images\basketball\00000288.jpeg,2
.\data\images\basketball\00000289.jpg,2
.\data\images\basketball\00000290.jpg,2
.\data\images\basketball\00000291.jpg,2
.\data\images\basketball\00000292.jpg,2
.\data\images\basketball\00000293.jpg,2
.\data\images\basketball\00000294.jpg,2
.\data\images\basketball\00000295.jpg,2
.\data\images\basketball\00000296.jpg,2
.\data\images\basketball\00000297.JPG,2
.\data\images\basketball\00000298.jpg,2
.\data\images\basketball\00000299.jpg,2
.\data\images\basketball\00000300.jpg,2
.\data\images\basketball\00000301.jpg,2
.\data\images\basketball\00000302.jpg,2
.\data\images\basketball\00000303.jpg,2
.\data\images\basketball\00000304.jpg,2
.\data\images\basketball\00000305.jpg,2
.\data\images\basketball\00000306.jpg,2
.\data\images\basketball\00000307.jpg,2
.\data\images\basketball\00000309.jpg,2
.\data\images\basketball\00000310.jpg,2
.\data\images\basketball\00000311.jpg,2
.\data\images\basketball\00000312.jpg,2
.\data\images\basketball\00000313.jpg,2
.\data\images\basketball\00000314.jpg,2
.\data\images\basketball\00000315.jpg,2
.\data\images\basketball\00000316.jpg,2
.\data\images\basketball\00000317.jpg,2
.\data\images\basketball\00000318.jpg,2
.\data\images\basketball\00000319.jpg,2
.\data\images\basketball\00000320.jpg,2
.\data\images\basketball\00000321.jpg,2
.\data\images\basketball\00000322.jpg,2
.\data\images\basketball\00000323.jpg,2
.\data\images\basketball\00000324.jpg,2
.\data\images\basketball\00000325.jpg,2
.\data\images\basketball\00000326.jpg,2
.\data\images\basketball\00000327.png,2
.\data\images\basketball\00000328.jpg,2
.\data\images\basketball\00000329.jpg,2
.\data\images\basketball\00000330.jpg,2
.\data\images\basketball\00000331.jpg,2
.\data\images\basketball\00000332.jpg,2
.\data\images\basketball\00000333.jpg,2
.\data\images\basketball\00000334.jpg,2
.\data\images\basketball\00000336.jpg,2
.\data\images\basketball\00000337.jpg,2
.\data\images\basketball\00000338.JPG,2
.\data\images\basketball\00000339.jpg,2
.\data\images\basketball\00000340.JPG,2
.\data\images\basketball\00000341.jpg,2
.\data\images\basketball\00000342.jpg,2
.\data\images\basketball\00000343.jpg,2
.\data\images\basketball\00000344.jpg,2
.\data\images\basketball\00000345.jpg,2
.\data\images\basketball\00000346.jpg,2
.\data\images\basketball\00000347.jpeg,2
.\data\images\basketball\00000348.jpg,2
.\data\images\basketball\00000349.jpg,2
.\data\images\basketball\00000350.jpg,2
.\data\images\basketball\00000351.jpg,2
.\data\images\basketball\00000352.jpg,2
.\data\images\basketball\00000353.jpg,2
.\data\images\basketball\00000355.jpg,2
.\data\images\basketball\00000357.jpg,2
.\data\images\basketball\00000358.jpg,2
.\data\images\basketball\00000360.png,2
.\data\images\basketball\00000361.jpg,2
.\data\images\basketball\00000362.jpg,2
.\data\images\basketball\00000363.jpg,2
.\data\images\basketball\00000364.jpg,2
.\data\images\basketball\00000365.jpg,2
.\data\images\basketball\00000366.jpg,2
.\data\images\basketball\00000367.jpg,2
.\data\images\basketball\00000368.jpg,2
.\data\images\basketball\00000369.jpg,2
.\data\images\basketball\00000370.jpg,2
.\data\images\basketball\00000371.jpg,2
.\data\images\basketball\00000372.png,2
.\data\images\basketball\00000373.png,2
.\data\images\basketball\00000374.jpg,2
.\data\images\basketball\00000375.png,2
.\data\images\basketball\00000376.jpeg,2
.\data\images\basketball\00000377.png,2
.\data\images\basketball\00000378.jpg,2
.\data\images\basketball\00000379.JPG,2
.\data\images\basketball\00000380.jpg,2
.\data\images\basketball\00000381.jpg,2
.\data\images\basketball\00000382.jpg,2
.\data\images\basketball\00000383.jpg,2
.\data\images\basketball\00000384.jpg,2
.\data\images\basketball\00000385.jpg,2
.\data\images\basketball\00000386.jpg,2
.\data\images\basketball\00000388.jpg,2
.\data\images\basketball\00000389.jpg,2
.\data\images\basketball\00000390.png,2
.\data\images\basketball\00000391.jpg,2
.\data\images\basketball\00000392.JPG,2
.\data\images\basketball\00000393.jpg,2
.\data\images\basketball\00000394.jpg,2
.\data\images\basketball\00000395.jpg,2
.\data\images\basketball\00000396.jpg,2
.\data\images\basketball\00000397.jpeg,2
.\data\images\basketball\00000398.jpg,2
.\data\images\basketball\00000400.jpg,2
.\data\images\basketball\00000401.jpeg,2
.\data\images\basketball\00000402.jpg,2
.\data\images\basketball\00000403.jpg,2
.\data\images\basketball\00000404.gif,2
.\data\images\basketball\00000405.png,2
.\data\images\basketball\00000406.jpg,2
.\data\images\basketball\00000407.jpg,2
.\data\images\basketball\00000408.jpg,2
.\data\images\basketball\00000409.jpg,2
.\data\images\basketball\00000410.jpg,2
.\data\images\basketball\00000411.jpg,2
.\data\images\basketball\00000412.jpg,2
.\data\images\basketball\00000414.jpg,2
.\data\images\basketball\00000415.jpg,2
.\data\images\basketball\00000416.jpg,2
.\data\images\basketball\00000417.png,2
.\data\images\basketball\00000418.jpg,2
.\data\images\basketball\00000419.jpg,2
.\data\images\basketball\00000420.jpg,2
.\data\images\basketball\00000422.jpg,2
.\data\images\basketball\00000423.jpg,2
.\data\images\basketball\00000424.jpeg,2
.\data\images\basketball\00000425.jpg,2
.\data\images\basketball\00000426.jpg,2
.\data\images\basketball\00000427.JPG,2
.\data\images\basketball\00000428.jpg,2
.\data\images\basketball\00000429.jpg,2
.\data\images\basketball\00000430.jpg,2
.\data\images\basketball\00000431.jpg,2
.\data\images\basketball\00000432.jpg,2
.\data\images\basketball\00000433.jpg,2
.\data\images\basketball\00000434.JPG,2
.\data\images\basketball\00000435.jpg,2
.\data\images\basketball\00000436.jpg,2
.\data\images\basketball\00000438.jpeg,2
.\data\images\basketball\00000439.png,2
.\data\images\basketball\00000442.jpg,2
.\data\images\basketball\00000443.jpg,2
.\data\images\basketball\00000444.jpeg,2
.\data\images\basketball\00000445.jpg,2
.\data\images\basketball\00000446.JPG,2
.\data\images\basketball\00000447.jpg,2
.\data\images\basketball\00000448.jpg,2
.\data\images\basketball\00000449.png,2
.\data\images\basketball\00000450.jpg,2
.\data\images\basketball\00000451.jpg,2
.\data\images\basketball\00000452.jpg,2
.\data\images\basketball\00000453.jpg,2
.\data\images\basketball\00000455.jpg,2
.\data\images\basketball\00000456.jpg,2
.\data\images\basketball\00000457.jpg,2
.\data\images\basketball\00000458.jpg,2
.\data\images\basketball\00000459.jpg,2
.\data\images\basketball\00000460.jpg,2
.\data\images\basketball\00000462.png,2
.\data\images\basketball\00000463.jpg,2
.\data\images\basketball\00000464.jpg,2
.\data\images\basketball\00000465.jpg,2
.\data\images\basketball\00000466.jpg,2
.\data\images\basketball\00000468.jpg,2
.\data\images\basketball\00000469.jpg,2
.\data\images\basketball\00000470.jpeg,2
.\data\images\basketball\00000471.jpg,2
.\data\images\basketball\00000472.jpg,2
.\data\images\basketball\00000473.jpg,2
.\data\images\basketball\00000474.jpg,2
.\data\images\basketball\00000475.jpg,2
.\data\images\basketball\00000476.jpg,2
.\data\images\basketball\00000477.jpeg,2
.\data\images\basketball\00000478.jpg,2
.\data\images\basketball\00000480.jpg,2
.\data\images\basketball\00000481.jpg,2
.\data\images\basketball\00000482.jpg,2
.\data\images\basketball\00000483.jpg,2
.\data\images\basketball\00000484.jpg,2
.\data\images\basketball\00000485.jpg,2
.\data\images\basketball\00000486.jpg,2
.\data\images\basketball\00000487.jpg,2
.\data\images\basketball\00000488.jpg,2
.\data\images\basketball\00000489.jpg,2
.\data\images\basketball\00000490.jpg,2
.\data\images\basketball\00000491.jpg,2
.\data\images\basketball\00000492.jpg,2
.\data\images\basketball\00000493.jpg,2
.\data\images\basketball\00000494.jpg,2
.\data\images\basketball\00000495.JPG,2
.\data\images\basketball\00000496.jpg,2
.\data\images\basketball\00000497.jpg,2
.\data\images\basketball\00000498.jpg,2
.\data\images\basketball\00000499.jpg,2
.\data\images\basketball\00000500.jpg,2
.\data\images\basketball\00000501.jpg,2
.\data\images\basketball\00000502.jpg,2
.\data\images\basketball\00000503.jpg,2
.\data\images\basketball\00000504.JPG,2
.\data\images\basketball\00000505.jpg,2
.\data\images\basketball\00000506.JPG,2
.\data\images\basketball\00000507.jpg,2
.\data\images\basketball\00000508.jpg,2
.\data\images\basketball\00000509.jpg,2
.\data\images\basketball\00000510.jpg,2
.\data\images\basketball\00000511.png,2
.\data\images\basketball\00000512.jpg,2
.\data\images\basketball\00000514.jpg,2
.\data\images\basketball\00000515.jpg,2
.\data\images\basketball\00000516.jpg,2
.\data\images\basketball\00000517.jpg,2
.\data\images\basketball\00000518.jpg,2
.\data\images\basketball\00000519.jpg,2
.\data\images\basketball\00000520.JPG,2
.\data\images\basketball\00000521.jpg,2
.\data\images\basketball\00000522.jpg,2
.\data\images\basketball\00000523.png,2
.\data\images\basketball\00000524.jpg,2
.\data\images\basketball\00000525.jpg,2
.\data\images\basketball\00000526.jpg,2
.\data\images\boxing\00000000.jpg,3
.\data\images\boxing\00000001.jpg,3
.\data\images\boxing\00000003.jpg,3
.\data\images\boxing\00000004.jpg,3
.\data\images\boxing\00000005.jpg,3
.\data\images\boxing\00000006.png,3
.\data\images\boxing\00000007.png,3
.\data\images\boxing\00000009.jpg,3
.\data\images\boxing\00000011.jpg,3
.\data\images\boxing\00000012.jpg,3
.\data\images\boxing\00000013.jpg,3
.\data\images\boxing\00000014.jpg,3
.\data\images\boxing\00000015.jpg,3
.\data\images\boxing\00000016.jpg,3
.\data\images\boxing\00000017.jpeg,3
.\data\images\boxing\00000019.jpg,3
.\data\images\boxing\00000020.jpg,3
.\data\images\boxing\00000021.jpg,3
.\data\images\boxing\00000022.jpg,3
.\data\images\boxing\00000023.jpg,3
.\data\images\boxing\00000024.jpg,3
.\data\images\boxing\00000026.jpg,3
.\data\images\boxing\00000027.png,3
.\data\images\boxing\00000028.jpg,3
.\data\images\boxing\00000029.png,3
.\data\images\boxing\00000030.JPG,3
.\data\images\boxing\00000031.jpg,3
.\data\images\boxing\00000032.jpg,3
.\data\images\boxing\00000033.jpg,3
.\data\images\boxing\00000034.jpg,3
.\data\images\boxing\00000035.jpg,3
.\data\images\boxing\00000036.jpg,3
.\data\images\boxing\00000037.jpg,3
.\data\images\boxing\00000038.jpg,3
.\data\images\boxing\00000039.jpg,3
.\data\images\boxing\00000040.jpg,3
.\data\images\boxing\00000041.jpg,3
.\data\images\boxing\00000042.jpg,3
.\data\images\boxing\00000043.jpg,3
.\data\images\boxing\00000044.jpg,3
.\data\images\boxing\00000045.jpg,3
.\data\images\boxing\00000046.PNG,3
.\data\images\boxing\00000047.jpg,3
.\data\images\boxing\00000048.jpg,3
.\data\images\boxing\00000049.jpg,3
.\data\images\boxing\00000050.jpg,3
.\data\images\boxing\00000051.jpg,3
.\data\images\boxing\00000052.jpg,3
.\data\images\boxing\00000053.jpg,3
.\data\images\boxing\00000054.jpg,3
.\data\images\boxing\00000056.jpg,3
.\data\images\boxing\00000057.jpeg,3
.\data\images\boxing\00000058.jpg,3
.\data\images\boxing\00000059.jpg,3
.\data\images\boxing\00000060.jpg,3
.\data\images\boxing\00000061.jpg,3
.\data\images\boxing\00000062.jpg,3
.\data\images\boxing\00000063.jpg,3
.\data\images\boxing\00000064.jpg,3
.\data\images\boxing\00000066.jpg,3
.\data\images\boxing\00000067.jpg,3
.\data\images\boxing\00000068.jpg,3
.\data\images\boxing\00000069.jpg,3
.\data\images\boxing\00000070.jpg,3
.\data\images\boxing\00000071.jpg,3
.\data\images\boxing\00000072.jpg,3
.\data\images\boxing\00000073.jpg,3
.\data\images\boxing\00000074.jpg,3
.\data\images\boxing\00000075.jpg,3
.\data\images\boxing\00000076.jpg,3
.\data\images\boxing\00000077.png,3
.\data\images\boxing\00000078.jpg,3
.\data\images\boxing\00000079.jpg,3
.\data\images\boxing\00000080.jpg,3
.\data\images\boxing\00000081.jpg,3
.\data\images\boxing\00000082.jpg,3
.\data\images\boxing\00000083.jpg,3
.\data\images\boxing\00000085.jpg,3
.\data\images\boxing\00000086.jpg,3
.\data\images\boxing\00000087.jpg,3
.\data\images\boxing\00000088.jpeg,3
.\data\images\boxing\00000089.jpg,3
.\data\images\boxing\00000090.jpg,3
.\data\images\boxing\00000091.jpg,3
.\data\images\boxing\00000092.jpg,3
.\data\images\boxing\00000093.jpg,3
.\data\images\boxing\00000094.jpg,3
.\data\images\boxing\00000095.jpg,3
.\data\images\boxing\00000096.jpg,3
.\data\images\boxing\00000097.jpg,3
.\data\images\boxing\00000098.jpg,3
.\data\images\boxing\00000099.png,3
.\data\images\boxing\00000101.jpg,3
.\data\images\boxing\00000102.jpg,3
.\data\images\boxing\00000103.jpg,3
.\data\images\boxing\00000104.jpg,3
.\data\images\boxing\00000106.jpg,3
.\data\images\boxing\00000107.jpeg,3
.\data\images\boxing\00000108.jpg,3
.\data\images\boxing\00000109.jpg,3
.\data\images\boxing\00000110.jpg,3
.\data\images\boxing\00000111.jpg,3
.\data\images\boxing\00000112.jpg,3
.\data\images\boxing\00000113.jpg,3
.\data\images\boxing\00000114.jpg,3
.\data\images\boxing\00000115.jpg,3
.\data\images\boxing\00000116.jpg,3
.\data\images\boxing\00000117.jpg,3
.\data\images\boxing\00000118.jpg,3
.\data\images\boxing\00000119.jpg,3
.\data\images\boxing\00000121.JPG,3
.\data\images\boxing\00000122.jpg,3
.\data\images\boxing\00000123.jpg,3
.\data\images\boxing\00000124.jpg,3
.\data\images\boxing\00000125.jpg,3
.\data\images\boxing\00000126.jpg,3
.\data\images\boxing\00000127.jpg,3
.\data\images\boxing\00000128.jpg,3
.\data\images\boxing\00000129.jpg,3
.\data\images\boxing\00000130.jpg,3
.\data\images\boxing\00000131.jpg,3
.\data\images\boxing\00000133.jpg,3
.\data\images\boxing\00000136.jpg,3
.\data\images\boxing\00000137.jpg,3
.\data\images\boxing\00000138.jpg,3
.\data\images\boxing\00000139.jpg,3
.\data\images\boxing\00000140.jpg,3
.\data\images\boxing\00000141.jpg,3
.\data\images\boxing\00000142.png,3
.\data\images\boxing\00000143.jpg,3
.\data\images\boxing\00000144.jpg,3
.\data\images\boxing\00000145.jpg,3
.\data\images\boxing\00000146.jpg,3
.\data\images\boxing\00000147.jpg,3
.\data\images\boxing\00000148.jpg,3
.\data\images\boxing\00000149.jpg,3
.\data\images\boxing\00000150.jpg,3
.\data\images\boxing\00000152.jpg,3
.\data\images\boxing\00000153.jpg,3
.\data\images\boxing\00000154.jpg,3
.\data\images\boxing\00000155.jpeg,3
.\data\images\boxing\00000156.jpg,3
.\data\images\boxing\00000157.jpg,3
.\data\images\boxing\00000158.jpg,3
.\data\images\boxing\00000159.jpg,3
.\data\images\boxing\00000160.jpeg,3
.\data\images\boxing\00000161.jpg,3
.\data\images\boxing\00000162.jpg,3
.\data\images\boxing\00000163.jpg,3
.\data\images\boxing\00000164.jpg,3
.\data\images\boxing\00000165.jpg,3
.\data\images\boxing\00000166.jpg,3
.\data\images\boxing\00000168.jpg,3
.\data\images\boxing\00000169.jpg,3
.\data\images\boxing\00000170.jpeg,3
.\data\images\boxing\00000171.jpg,3
.\data\images\boxing\00000172.jpg,3
.\data\images\boxing\00000173.jpg,3
.\data\images\boxing\00000174.jpg,3
.\data\images\boxing\00000175.png,3
.\data\images\boxing\00000176.jpg,3
.\data\images\boxing\00000177.jpeg,3
.\data\images\boxing\00000178.jpg,3
.\data\images\boxing\00000179.jpg,3
.\data\images\boxing\00000180.jpg,3
.\data\images\boxing\00000181.jpg,3
.\data\images\boxing\00000182.jpg,3
.\data\images\boxing\00000183.jpg,3
.\data\images\boxing\00000184.jpg,3
.\data\images\boxing\00000185.jpg,3
.\data\images\boxing\00000186.jpg,3
.\data\images\boxing\00000187.jpg,3
.\data\images\boxing\00000188.jpeg,3
.\data\images\boxing\00000190.jpg,3
.\data\images\boxing\00000191.jpg,3
.\data\images\boxing\00000192.jpg,3
.\data\images\boxing\00000193.jpeg,3
.\data\images\boxing\00000194.jpg,3
.\data\images\boxing\00000195.jpg,3
.\data\images\boxing\00000196.jpg,3
.\data\images\boxing\00000198.jpg,3
.\data\images\boxing\00000199.jpeg,3
.\data\images\boxing\00000200.jpg,3
.\data\images\boxing\00000201.jpg,3
.\data\images\boxing\00000202.jpg,3
.\data\images\boxing\00000203.jpg,3
.\data\images\boxing\00000204.jpg,3
.\data\images\boxing\00000205.jpg,3
.\data\images\boxing\00000206.jpg,3
.\data\images\boxing\00000207.jpg,3
.\data\images\boxing\00000208.jpg,3
.\data\images\boxing\00000209.jpg,3
.\data\images\boxing\00000210.jpg,3
.\data\images\boxing\00000211.jpg,3
.\data\images\boxing\00000212.jpg,3
.\data\images\boxing\00000213.jpg,3
.\data\images\boxing\00000214.jpg,3
.\data\images\boxing\00000215.jpg,3
.\data\images\boxing\00000216.jpg,3
.\data\images\boxing\00000217.jpg,3
.\data\images\boxing\00000219.jpeg,3
.\data\images\boxing\00000220.jpg,3
.\data\images\boxing\00000221.jpg,3
.\data\images\boxing\00000222.jpg,3
.\data\images\boxing\00000223.jpg,3
.\data\images\boxing\00000224.jpg,3
.\data\images\boxing\00000225.jpg,3
.\data\images\boxing\00000226.jpg,3
.\data\images\boxing\00000227.jpg,3
.\data\images\boxing\00000228.jpg,3
.\data\images\boxing\00000229.jpg,3
.\data\images\boxing\00000230.jpg,3
.\data\images\boxing\00000232.jpg,3
.\data\images\boxing\00000233.jpg,3
.\data\images\boxing\00000234.jpg,3
.\data\images\boxing\00000235.jpg,3
.\data\images\boxing\00000236.jpg,3
.\data\images\boxing\00000239.jpg,3
.\data\images\boxing\00000240.jpg,3
.\data\images\boxing\00000241.jpg,3
.\data\images\boxing\00000242.jpg,3
.\data\images\boxing\00000243.jpg,3
.\data\images\boxing\00000244.jpg,3
.\data\images\boxing\00000245.jpg,3
.\data\images\boxing\00000247.jpg,3
.\data\images\boxing\00000248.jpg,3
.\data\images\boxing\00000250.png,3
.\data\images\boxing\00000251.jpg,3
.\data\images\boxing\00000252.jpg,3
.\data\images\boxing\00000253.jpg,3
.\data\images\boxing\00000254.jpg,3
.\data\images\boxing\00000256.jpg,3
.\data\images\boxing\00000257.jpg,3
.\data\images\boxing\00000258.jpeg,3
.\data\images\boxing\00000259.jpg,3
.\data\images\boxing\00000260.jpg,3
.\data\images\boxing\00000261.jpg,3
.\data\images\boxing\00000263.jpg,3
.\data\images\boxing\00000264.jpg,3
.\data\images\boxing\00000265.jpg,3
.\data\images\boxing\00000266.jpg,3
.\data\images\boxing\00000267.jpg,3
.\data\images\boxing\00000268.jpg,3
.\data\images\boxing\00000269.jpg,3
.\data\images\boxing\00000270.jpg,3
.\data\images\boxing\00000271.jpg,3
.\data\images\boxing\00000272.jpg,3
.\data\images\boxing\00000273.jpg,3
.\data\images\boxing\00000274.jpg,3
.\data\images\boxing\00000275.jpeg,3
.\data\images\boxing\00000276.jpg,3
.\data\images\boxing\00000277.jpg,3
.\data\images\boxing\00000278.png,3
.\data\images\boxing\00000279.jpg,3
.\data\images\boxing\00000281.jpg,3
.\data\images\boxing\00000282.jpg,3
.\data\images\boxing\00000283.jpg,3
.\data\images\boxing\00000284.png,3
.\data\images\boxing\00000285.jpeg,3
.\data\images\boxing\00000286.jpg,3
.\data\images\boxing\00000287.jpg,3
.\data\images\boxing\00000288.jpg,3
.\data\images\boxing\00000289.jpg,3
.\data\images\boxing\00000290.jpg,3
.\data\images\boxing\00000291.jpg,3
.\data\images\boxing\00000292.jpg,3
.\data\images\boxing\00000293.jpg,3
.\data\images\boxing\00000294.jpg,3
.\data\images\boxing\00000295.jpeg,3
.\data\images\boxing\00000296.jpg,3
.\data\images\boxing\00000297.jpg,3
.\data\images\boxing\00000298.jpg,3
.\data\images\boxing\00000299.jpg,3
.\data\images\boxing\00000300.jpg,3
.\data\images\boxing\00000301.JPG,3
.\data\images\boxing\00000302.jpg,3
.\data\images\boxing\00000303.jpg,3
.\data\images\boxing\00000304.jpg,3
.\data\images\boxing\00000305.jpg,3
.\data\images\boxing\00000306.jpg,3
.\data\images\boxing\00000307.jpg,3
.\data\images\boxing\00000308.jpg,3
.\data\images\boxing\00000309.jpg,3
.\data\images\boxing\00000310.jpg,3
.\data\images\boxing\00000312.jpg,3
.\data\images\boxing\00000313.JPG,3
.\data\images\boxing\00000314.jpg,3
.\data\images\boxing\00000315.jpg,3
.\data\images\boxing\00000316.jpg,3
.\data\images\boxing\00000317.jpeg,3
.\data\images\boxing\00000318.jpg,3
.\data\images\boxing\00000319.jpg,3
.\data\images\boxing\00000320.jpg,3
.\data\images\boxing\00000321.jpg,3
.\data\images\boxing\00000322.jpg,3
.\data\images\boxing\00000324.jpg,3
.\data\images\boxing\00000325.jpg,3
.\data\images\boxing\00000326.jpg,3
.\data\images\boxing\00000327.png,3
.\data\images\boxing\00000328.jpg,3
.\data\images\boxing\00000329.jpg,3
.\data\images\boxing\00000330.jpg,3
.\data\images\boxing\00000331.jpg,3
.\data\images\boxing\00000332.jpg,3
.\data\images\boxing\00000333.jpg,3
.\data\images\boxing\00000334.jpg,3
.\data\images\boxing\00000335.jpg,3
.\data\images\boxing\00000336.jpg,3
.\data\images\boxing\00000337.jpg,3
.\data\images\boxing\00000339.jpg,3
.\data\images\boxing\00000340.jpg,3
.\data\images\boxing\00000341.jpg,3
.\data\images\boxing\00000342.jpg,3
.\data\images\boxing\00000343.jpg,3
.\data\images\boxing\00000344.jpg,3
.\data\images\boxing\00000345.jpg,3
.\data\images\boxing\00000346.jpg,3
.\data\images\boxing\00000347.jpg,3
.\data\images\boxing\00000348.jpg,3
.\data\images\boxing\00000349.jpg,3
.\data\images\boxing\00000350.jpg,3
.\data\images\boxing\00000351.jpg,3
.\data\images\boxing\00000352.jpg,3
.\data\images\boxing\00000353.png,3
.\data\images\boxing\00000354.jpg,3
.\data\images\boxing\00000355.jpg,3
.\data\images\boxing\00000356.jpg,3
.\data\images\boxing\00000357.jpg,3
.\data\images\boxing\00000358.jpg,3
.\data\images\boxing\00000359.jpg,3
.\data\images\boxing\00000361.png,3
.\data\images\boxing\00000363.jpg,3
.\data\images\boxing\00000364.jpg,3
.\data\images\boxing\00000365.jpg,3
.\data\images\boxing\00000366.jpeg,3
.\data\images\boxing\00000367.jpg,3
.\data\images\boxing\00000368.jpg,3
.\data\images\boxing\00000369.jpeg,3
.\data\images\boxing\00000370.jpg,3
.\data\images\boxing\00000371.jpg,3
.\data\images\boxing\00000372.jpeg,3
.\data\images\boxing\00000373.jpg,3
.\data\images\boxing\00000374.jpg,3
.\data\images\boxing\00000375.jpg,3
.\data\images\boxing\00000376.jpg,3
.\data\images\boxing\00000377.jpg,3
.\data\images\boxing\00000379.jpg,3
.\data\images\boxing\00000380.jpg,3
.\data\images\boxing\00000381.jpg,3
.\data\images\boxing\00000382.jpg,3
.\data\images\boxing\00000383.jpg,3
.\data\images\boxing\00000384.jpg,3
.\data\images\boxing\00000385.jpg,3
.\data\images\boxing\00000386.jpg,3
.\data\images\boxing\00000387.jpg,3
.\data\images\boxing\00000388.jpg,3
.\data\images\boxing\00000389.jpg,3
.\data\images\boxing\00000390.jpg,3
.\data\images\boxing\00000391.jpg,3
.\data\images\boxing\00000392.jpg,3
.\data\images\boxing\00000393.jpg,3
.\data\images\boxing\00000394.jpg,3
.\data\images\boxing\00000395.jpg,3
.\data\images\boxing\00000396.png,3
.\data\images\boxing\00000397.jpg,3
.\data\images\boxing\00000398.jpg,3
.\data\images\boxing\00000399.jpg,3
.\data\images\boxing\00000400.jpeg,3
.\data\images\boxing\00000401.jpg,3
.\data\images\boxing\00000402.jpg,3
.\data\images\boxing\00000403.jpg,3
.\data\images\boxing\00000404.jpg,3
.\data\images\boxing\00000405.jpg,3
.\data\images\boxing\00000407.jpg,3
.\data\images\boxing\00000408.jpg,3
.\data\images\boxing\00000409.jpg,3
.\data\images\boxing\00000410.jpg,3
.\data\images\boxing\00000411.jpg,3
.\data\images\boxing\00000412.jpg,3
.\data\images\boxing\00000413.jpg,3
.\data\images\boxing\00000414.jpg,3
.\data\images\boxing\00000415.jpg,3
.\data\images\boxing\00000416.jpg,3
.\data\images\boxing\00000417.jpeg,3
.\data\images\boxing\00000418.jpg,3
.\data\images\boxing\00000419.jpg,3
.\data\images\boxing\00000421.jpg,3
.\data\images\boxing\00000422.jpg,3
.\data\images\boxing\00000423.jpg,3
.\data\images\boxing\00000424.png,3
.\data\images\boxing\00000425.jpg,3
.\data\images\boxing\00000426.jpg,3
.\data\images\boxing\00000427.png,3
.\data\images\boxing\00000428.jpg,3
.\data\images\boxing\00000429.jpg,3
.\data\images\boxing\00000430.jpg,3
.\data\images\boxing\00000431.jpg,3
.\data\images\boxing\00000432.jpg,3
.\data\images\boxing\00000433.jpg,3
.\data\images\boxing\00000434.jpg,3
.\data\images\boxing\00000435.jpeg,3
.\data\images\boxing\00000436.jpg,3
.\data\images\boxing\00000437.jpg,3
.\data\images\boxing\00000438.jpg,3
.\data\images\boxing\00000439.jpg,3
.\data\images\boxing\00000441.jpg,3
.\data\images\boxing\00000442.jpg,3
.\data\images\boxing\00000443.jpg,3
.\data\images\boxing\00000444.png,3
.\data\images\boxing\00000445.jpg,3
.\data\images\boxing\00000446.jpg,3
.\data\images\boxing\00000447.jpg,3
.\data\images\boxing\00000448.jpg,3
.\data\images\boxing\00000449.jpg,3
.\data\images\boxing\00000450.jpeg,3
.\data\images\boxing\00000451.jpg,3
.\data\images\boxing\00000452.jpg,3
.\data\images\boxing\00000453.jpg,3
.\data\images\boxing\00000455.jpg,3
.\data\images\boxing\00000456.jpg,3
.\data\images\boxing\00000457.jpg,3
.\data\images\boxing\00000458.jpg,3
.\data\images\boxing\00000459.jpg,3
.\data\images\boxing\00000460.jpg,3
.\data\images\boxing\00000461.png,3
.\data\images\boxing\00000462.jpg,3
.\data\images\boxing\00000463.jpg,3
.\data\images\boxing\00000464.jpg,3
.\data\images\boxing\00000465.jpeg,3
.\data\images\boxing\00000466.jpg,3
.\data\images\boxing\00000467.jpeg,3
.\data\images\boxing\00000468.jpg,3
.\data\images\boxing\00000469.jpg,3
.\data\images\boxing\00000470.jpg,3
.\data\images\boxing\00000471.jpg,3
